year,month,day_of_week,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,hour
2019,may,friday,fatal,5,two-wheeler,6,5,stormy,state highway,wet,dawn,signals,80,66,female,valid,yes,19
2020,may,friday,minor,5,car,3,1,hazy,state highway,wet,dawn,signals,33,68,female,valid,no,18
2023,november,wednesday,minor,5,truck,8,1,foggy,urban road,under construction,dawn,signals,81,58,male,,yes,1
2021,may,tuesday,minor,2,car,7,0,clear,village road,dry,dark,,64,69,male,,no,0
2018,may,saturday,serious,5,two-wheeler,10,3,foggy,national highway,dry,daylight,police checkpost,83,68,female,expired,no,15
2018,november,wednesday,serious,1,truck,7,3,stormy,urban road,under construction,daylight,signals,105,67,female,valid,yes,10
2023,march,thursday,minor,5,truck,1,2,stormy,national highway,wet,dusk,signals,75,34,female,,no,13
2020,february,wednesday,fatal,1,car,10,0,foggy,urban road,wet,dark,police checkpost,106,48,female,expired,yes,18
2019,november,sunday,serious,2,auto-rickshaw,8,2,clear,village road,dry,dawn,,50,33,male,expired,yes,0
2021,december,wednesday,fatal,4,auto-rickshaw,2,0,foggy,village road,dry,dark,,51,63,female,expired,no,9
2019,july,friday,fatal,2,truck,3,2,foggy,national highway,under construction,daylight,signals,72,28,female,valid,yes,22
2022,may,wednesday,fatal,4,bus,0,0,clear,national highway,dry,dark,signs,91,29,female,,no,6
2023,march,tuesday,minor,2,bus,7,1,rainy,state highway,damaged,dark,,65,65,male,valid,yes,22
2022,october,friday,serious,5,cycle,7,5,foggy,national highway,under construction,dawn,police checkpost,55,63,male,expired,no,0
2019,december,sunday,minor,2,auto-rickshaw,0,2,rainy,village road,dry,dawn,police checkpost,53,25,female,valid,no,23
2019,january,friday,minor,3,two-wheeler,2,1,foggy,village road,under construction,daylight,signals,40,54,male,valid,yes,15
2023,february,saturday,minor,4,car,5,4,rainy,national highway,damaged,dusk,,115,32,female,valid,no,19
2023,june,friday,minor,2,pedestrian,10,2,clear,national highway,under construction,dawn,signals,110,28,female,,no,15
2022,august,thursday,minor,4,cycle,7,0,stormy,national highway,damaged,dark,,107,45,female,expired,yes,11
2022,march,thursday,fatal,2,auto-rickshaw,8,5,clear,national highway,damaged,dusk,signs,95,64,male,expired,no,16
2020,may,monday,fatal,1,pedestrian,1,1,clear,national highway,dry,daylight,signals,111,55,female,valid,yes,22
2021,february,wednesday,fatal,4,auto-rickshaw,6,0,rainy,state highway,damaged,dark,,79,52,female,valid,no,11
2020,october,monday,minor,4,cycle,9,1,hazy,village road,under construction,daylight,police checkpost,113,47,female,valid,yes,4
2022,june,friday,fatal,4,pedestrian,1,5,hazy,national highway,damaged,daylight,,101,30,male,valid,yes,17
2022,november,wednesday,serious,1,cycle,7,0,clear,state highway,damaged,daylight,signals,90,31,male,,yes,15
2021,march,wednesday,minor,3,car,7,4,rainy,village road,damaged,dusk,police checkpost,86,48,male,expired,yes,3
2018,november,wednesday,fatal,4,cycle,9,4,stormy,village road,dry,dawn,signals,79,58,male,valid,yes,9
2018,november,tuesday,fatal,4,auto-rickshaw,4,0,hazy,village road,wet,dusk,police checkpost,113,55,female,valid,yes,0
2018,october,wednesday,serious,5,auto-rickshaw,3,2,rainy,village road,dry,daylight,signals,62,51,female,expired,no,23
2023,october,sunday,minor,2,auto-rickshaw,6,3,clear,state highway,wet,dawn,signals,39,23,male,valid,no,7
2019,september,sunday,serious,5,two-wheeler,10,3,stormy,urban road,dry,dawn,signals,95,60,male,,yes,20
2021,september,tuesday,fatal,4,bus,6,0,hazy,village road,wet,dusk,,72,46,female,,yes,4
2019,august,monday,minor,4,bus,5,4,hazy,state highway,dry,daylight,signs,69,36,male,,yes,14
2021,february,sunday,fatal,1,bus,4,0,rainy,village road,under construction,dawn,signs,43,42,female,expired,no,5
2022,june,tuesday,fatal,1,truck,9,4,rainy,urban road,wet,daylight,police checkpost,111,30,female,valid,no,22
2023,march,thursday,fatal,1,car,7,5,clear,national highway,under construction,daylight,,100,67,male,,yes,14
2022,august,wednesday,fatal,5,bus,4,0,hazy,urban road,under construction,daylight,signals,35,50,male,,no,15
2021,september,sunday,fatal,2,truck,8,0,rainy,urban road,dry,dark,signals,78,60,male,valid,yes,2
2021,january,thursday,fatal,1,truck,7,4,rainy,state highway,dry,dawn,signs,114,69,female,,no,14
2022,june,wednesday,minor,3,bus,2,5,stormy,state highway,dry,daylight,signals,78,65,male,,yes,2
2018,march,wednesday,serious,2,two-wheeler,1,3,clear,national highway,wet,dusk,,92,21,male,expired,yes,20
2021,august,monday,serious,4,bus,5,1,stormy,state highway,damaged,dark,police checkpost,91,69,female,expired,yes,21
2023,october,wednesday,minor,1,auto-rickshaw,0,1,stormy,state highway,under construction,dark,police checkpost,75,50,female,valid,yes,19
2020,february,friday,fatal,2,bus,3,2,stormy,village road,wet,dusk,signs,105,65,male,valid,no,11
2021,june,wednesday,minor,4,truck,1,5,rainy,national highway,damaged,dark,signs,93,67,male,valid,no,17
2021,february,friday,fatal,1,bus,2,5,rainy,urban road,dry,dark,signs,93,18,male,,no,22
2021,april,thursday,minor,5,pedestrian,5,3,foggy,urban road,dry,daylight,,113,56,male,,yes,13
2019,august,friday,serious,2,car,9,1,rainy,national highway,under construction,dawn,police checkpost,35,35,female,valid,no,21
2023,november,monday,fatal,5,car,2,5,foggy,urban road,under construction,dark,police checkpost,90,35,male,valid,yes,19
2021,february,wednesday,minor,2,auto-rickshaw,2,4,rainy,state highway,damaged,daylight,police checkpost,100,56,female,,yes,2
2022,september,wednesday,minor,3,truck,0,5,rainy,state highway,wet,dark,police checkpost,110,52,male,valid,no,15
2018,march,thursday,fatal,1,truck,5,5,foggy,urban road,under construction,daylight,,39,60,male,,no,2
2020,april,wednesday,fatal,2,car,10,3,clear,state highway,dry,dawn,signs,95,63,male,valid,yes,9
2022,march,wednesday,serious,3,cycle,4,5,foggy,state highway,wet,dark,signs,39,28,female,,yes,22
2020,may,saturday,fatal,1,auto-rickshaw,4,5,foggy,national highway,damaged,dark,,79,67,female,valid,yes,0
2022,september,tuesday,minor,3,truck,4,3,hazy,national highway,damaged,dark,signals,94,35,male,,no,6
2023,december,wednesday,fatal,2,cycle,9,0,stormy,national highway,under construction,dawn,,95,56,female,expired,no,3
2023,april,sunday,fatal,5,two-wheeler,8,5,stormy,village road,damaged,dark,signals,105,20,female,expired,yes,8
2019,january,sunday,serious,5,auto-rickshaw,5,0,stormy,state highway,damaged,dark,,88,26,male,valid,yes,16
2020,june,sunday,minor,2,pedestrian,4,1,stormy,village road,wet,daylight,signals,38,53,female,,no,3
2019,may,sunday,minor,3,pedestrian,9,2,hazy,urban road,dry,dusk,police checkpost,30,33,female,valid,no,21
2020,february,monday,serious,2,auto-rickshaw,9,4,foggy,urban road,under construction,dark,signals,117,39,male,valid,yes,9
2021,january,monday,minor,5,cycle,5,3,clear,state highway,wet,daylight,signals,115,19,male,expired,yes,2
2022,june,friday,minor,5,cycle,7,0,stormy,national highway,damaged,dusk,signals,53,21,male,expired,yes,21
2020,may,monday,minor,1,bus,4,2,hazy,state highway,damaged,dusk,signals,88,45,male,valid,no,8
2018,february,monday,fatal,3,car,7,3,stormy,state highway,under construction,daylight,signs,63,43,female,expired,no,20
2022,march,wednesday,fatal,4,bus,5,1,rainy,national highway,damaged,dawn,signs,46,38,female,expired,yes,9
2021,october,wednesday,fatal,5,truck,1,5,clear,state highway,under construction,dusk,signals,95,62,male,,yes,7
2020,november,monday,serious,5,two-wheeler,6,4,foggy,state highway,dry,dark,police checkpost,105,61,male,,no,22
2019,february,tuesday,minor,3,truck,2,0,rainy,national highway,wet,dawn,police checkpost,79,34,male,valid,no,4
2021,september,sunday,fatal,3,pedestrian,0,1,clear,state highway,wet,dark,police checkpost,112,32,male,valid,no,11
2022,may,sunday,serious,5,bus,1,5,foggy,state highway,wet,dark,signals,90,45,male,,yes,2
2023,march,monday,fatal,1,bus,8,1,clear,national highway,damaged,daylight,signals,105,38,male,valid,yes,2
2020,september,friday,minor,4,two-wheeler,7,5,foggy,national highway,under construction,dark,,52,70,female,valid,no,11
2021,february,friday,minor,4,pedestrian,3,0,hazy,national highway,dry,dawn,signals,63,47,male,expired,no,6
2018,july,thursday,minor,5,truck,1,2,clear,urban road,wet,dark,signs,120,24,female,,yes,5
2020,september,monday,fatal,3,truck,2,2,stormy,state highway,under construction,dark,signals,108,61,male,,no,0
2018,march,friday,serious,5,two-wheeler,3,2,stormy,village road,dry,dark,,45,46,female,expired,no,13
2018,may,wednesday,serious,2,bus,4,0,rainy,village road,under construction,dusk,,99,68,male,expired,no,13
2022,december,thursday,serious,2,truck,0,0,stormy,village road,dry,dawn,,115,43,male,valid,yes,8
2018,december,friday,fatal,4,truck,7,5,foggy,urban road,under construction,daylight,signals,117,60,female,expired,no,11
2020,october,thursday,fatal,2,auto-rickshaw,8,5,rainy,urban road,under construction,dawn,police checkpost,45,53,male,expired,no,20
2021,september,saturday,serious,3,two-wheeler,2,1,foggy,village road,dry,dark,signs,111,25,male,,no,21
2018,october,monday,fatal,2,auto-rickshaw,0,0,rainy,state highway,under construction,dusk,signs,82,62,male,valid,yes,16
2018,march,tuesday,minor,4,cycle,10,3,rainy,state highway,under construction,dawn,police checkpost,109,65,female,,no,21
2022,november,sunday,minor,2,two-wheeler,7,4,stormy,state highway,wet,dawn,,100,33,male,expired,no,16
2021,october,sunday,serious,1,car,6,0,foggy,village road,under construction,dawn,signs,105,18,female,valid,no,18
2023,february,saturday,fatal,4,bus,7,4,clear,urban road,dry,dark,signs,74,31,male,,yes,1
2020,april,wednesday,fatal,5,truck,7,0,foggy,national highway,dry,dawn,police checkpost,62,47,female,expired,yes,20
2023,april,sunday,fatal,5,cycle,5,3,rainy,village road,dry,dark,signs,79,47,male,,yes,1
2022,november,tuesday,serious,1,truck,0,0,foggy,state highway,dry,dawn,police checkpost,38,22,male,expired,yes,4
2022,may,friday,fatal,1,bus,9,1,foggy,village road,wet,dawn,signs,110,67,male,,no,21
2018,september,tuesday,serious,2,car,6,0,foggy,urban road,dry,dark,signals,119,31,male,,yes,15
2020,january,monday,fatal,2,car,4,1,stormy,urban road,wet,dawn,,65,67,female,,no,15
2020,january,friday,minor,1,pedestrian,10,1,hazy,village road,dry,daylight,,95,19,female,,no,5
2021,august,monday,serious,4,bus,8,0,foggy,state highway,under construction,dawn,signs,73,33,male,,yes,7
2018,september,sunday,minor,2,cycle,9,5,rainy,urban road,wet,dusk,signals,111,67,male,,yes,2
2019,january,monday,minor,3,truck,7,5,stormy,national highway,damaged,dawn,,104,23,male,expired,yes,22
2018,may,wednesday,fatal,5,auto-rickshaw,0,2,stormy,urban road,under construction,dawn,signs,101,66,female,valid,no,2
2021,april,thursday,serious,2,pedestrian,6,2,rainy,national highway,under construction,dark,signs,94,48,female,expired,no,22
2023,june,monday,fatal,1,car,10,2,clear,state highway,wet,dawn,,117,42,female,expired,yes,7
2021,august,monday,fatal,3,truck,7,1,hazy,village road,wet,dusk,signs,104,24,female,valid,no,13
2018,february,thursday,minor,1,pedestrian,8,0,hazy,national highway,wet,dark,,62,49,female,,yes,4
2019,july,tuesday,minor,5,truck,5,0,clear,village road,damaged,dark,signs,52,36,male,expired,yes,5
2019,february,sunday,serious,3,two-wheeler,7,1,foggy,state highway,under construction,dawn,signs,85,29,male,expired,yes,7
2021,january,tuesday,fatal,3,truck,2,4,hazy,urban road,wet,daylight,signs,61,58,female,valid,no,16
2023,september,saturday,serious,4,bus,7,1,clear,urban road,damaged,dusk,,44,59,male,expired,yes,7
2021,november,tuesday,fatal,3,pedestrian,9,2,hazy,state highway,dry,dusk,signals,53,35,male,valid,no,7
2019,may,sunday,fatal,3,pedestrian,6,0,hazy,urban road,under construction,dusk,signs,53,21,female,valid,yes,17
2022,january,sunday,minor,3,bus,3,2,foggy,village road,dry,dawn,,100,45,male,,yes,9
2018,february,wednesday,fatal,2,cycle,6,5,rainy,urban road,wet,daylight,police checkpost,90,40,female,valid,yes,14
2021,november,friday,minor,5,truck,7,5,foggy,national highway,damaged,dark,signs,39,23,male,,no,1
2018,february,saturday,serious,4,car,10,1,stormy,state highway,dry,daylight,police checkpost,103,26,male,valid,yes,0
2021,november,monday,serious,1,cycle,1,0,hazy,urban road,under construction,daylight,police checkpost,67,53,male,,yes,6
2021,august,wednesday,minor,1,car,2,2,rainy,village road,under construction,dawn,,48,43,male,expired,yes,6
2021,december,monday,minor,2,bus,2,4,hazy,state highway,dry,dark,signals,40,66,male,expired,yes,6
2021,september,saturday,fatal,1,cycle,8,3,stormy,state highway,dry,daylight,police checkpost,109,43,female,valid,no,21
2023,february,friday,fatal,4,truck,5,3,rainy,state highway,under construction,dark,police checkpost,31,39,female,,no,16
2023,december,tuesday,serious,3,cycle,1,2,foggy,urban road,damaged,dusk,signs,107,64,male,valid,no,6
2019,december,tuesday,serious,2,cycle,6,3,rainy,national highway,dry,dawn,signs,89,43,male,valid,yes,10
2021,april,friday,minor,5,auto-rickshaw,7,0,stormy,state highway,wet,dawn,,53,24,female,expired,yes,7
2019,december,sunday,fatal,2,auto-rickshaw,7,1,hazy,national highway,damaged,dusk,signs,51,36,female,expired,yes,14
2023,april,monday,serious,5,auto-rickshaw,8,3,hazy,urban road,wet,dawn,signs,112,28,female,valid,yes,23
2022,november,sunday,serious,3,truck,5,1,clear,state highway,dry,dawn,signals,37,32,male,,no,18
2018,june,monday,fatal,4,bus,1,0,foggy,village road,wet,dark,signs,32,58,male,expired,no,5
2018,june,tuesday,fatal,3,cycle,2,4,clear,village road,under construction,dusk,signs,54,34,male,valid,yes,10
2023,february,friday,serious,2,auto-rickshaw,1,3,rainy,national highway,under construction,dark,police checkpost,115,69,female,valid,yes,8
2023,august,wednesday,fatal,3,cycle,2,3,stormy,village road,damaged,dark,signals,120,27,male,,no,18
2021,august,sunday,serious,3,truck,5,0,clear,village road,damaged,dark,signs,81,48,male,valid,no,14
2022,may,friday,fatal,1,pedestrian,9,5,foggy,state highway,damaged,daylight,,49,24,male,,yes,3
2018,october,friday,minor,3,auto-rickshaw,9,1,stormy,national highway,under construction,dusk,police checkpost,83,46,female,,no,18
2021,july,saturday,fatal,2,pedestrian,2,2,hazy,national highway,wet,dusk,signs,51,29,female,valid,no,17
2023,august,thursday,serious,2,cycle,10,3,rainy,urban road,dry,dark,signals,96,47,female,valid,no,15
2018,november,thursday,minor,4,two-wheeler,8,4,rainy,state highway,dry,dusk,signals,60,43,male,,yes,3
2018,october,sunday,minor,3,two-wheeler,9,1,foggy,national highway,wet,dawn,signals,106,63,male,expired,no,4
2022,october,saturday,minor,3,car,10,4,stormy,urban road,dry,dusk,signs,105,38,female,expired,yes,22
2023,august,wednesday,fatal,5,car,5,0,clear,urban road,wet,dark,police checkpost,84,63,female,expired,yes,19
2021,october,saturday,minor,3,car,1,3,foggy,state highway,wet,dusk,police checkpost,57,60,female,expired,yes,11
2022,may,monday,minor,5,auto-rickshaw,8,4,clear,state highway,wet,dark,police checkpost,103,66,male,expired,no,19
2023,august,sunday,fatal,3,pedestrian,1,5,stormy,village road,wet,dawn,signs,70,43,female,,yes,23
2021,november,friday,serious,4,auto-rickshaw,9,5,hazy,urban road,wet,dark,police checkpost,71,37,female,valid,yes,13
2021,october,thursday,fatal,3,bus,2,0,foggy,urban road,dry,daylight,police checkpost,57,60,male,expired,yes,18
2019,january,friday,minor,3,car,4,0,rainy,village road,wet,dusk,signals,39,23,female,expired,no,14
2023,october,thursday,minor,5,pedestrian,4,0,stormy,urban road,damaged,daylight,signs,103,40,female,,no,5
2023,march,saturday,minor,3,bus,0,3,clear,national highway,under construction,dark,signs,96,49,female,,yes,18
2022,february,saturday,fatal,5,bus,10,3,rainy,village road,under construction,dawn,police checkpost,67,64,male,,yes,17
2020,february,tuesday,fatal,2,bus,5,5,clear,urban road,dry,daylight,signs,118,54,female,,yes,21
2021,april,thursday,minor,5,truck,7,5,hazy,national highway,wet,daylight,police checkpost,69,21,female,,yes,6
2018,march,thursday,minor,3,truck,5,4,clear,national highway,dry,dawn,signs,58,66,female,,yes,11
2018,august,friday,serious,1,pedestrian,0,1,foggy,village road,under construction,daylight,,91,68,male,expired,no,3
2020,february,monday,serious,4,two-wheeler,10,5,foggy,national highway,wet,dusk,signs,81,50,male,expired,no,7
2023,february,sunday,fatal,2,bus,9,4,rainy,urban road,under construction,dusk,police checkpost,69,28,female,,yes,0
2021,december,friday,serious,2,cycle,2,1,hazy,national highway,under construction,dark,signs,59,66,male,,yes,23
2022,january,monday,serious,4,car,7,1,clear,urban road,dry,daylight,police checkpost,87,56,male,,no,11
2023,august,tuesday,minor,2,pedestrian,6,1,hazy,state highway,wet,dawn,,31,20,male,valid,no,18
2021,may,monday,fatal,3,cycle,9,5,rainy,village road,wet,dawn,signals,104,22,male,expired,yes,23
2023,september,saturday,fatal,2,bus,5,0,rainy,village road,wet,dark,signs,75,41,female,expired,no,5
2023,february,wednesday,serious,3,bus,3,3,clear,national highway,dry,daylight,signals,49,30,female,,yes,3
2021,july,tuesday,minor,1,cycle,10,2,stormy,national highway,wet,daylight,signs,101,45,male,valid,yes,16
2023,september,sunday,minor,2,truck,9,5,rainy,national highway,under construction,dusk,police checkpost,86,21,female,expired,yes,19
2019,february,saturday,minor,5,two-wheeler,5,1,foggy,national highway,damaged,dark,,60,33,female,expired,yes,3
